loss,accuracy,val_loss,val_accuracy
0.010502011515200138,0.9968765377998352,0.10481242835521698,0.9839678406715393
0.01030160766094923,0.9968284964561462,0.11827953159809113,0.9797984957695007
0.009740707464516163,0.9969837665557861,0.10132940858602524,0.9838685393333435
0.009661323390901089,0.9970207214355469,0.11670652776956558,0.9808904528617859
0.009374494664371014,0.9971094131469727,0.12625040113925934,0.9775152802467346
0.008951235562562943,0.9972609877586365,0.10881305485963821,0.9836204051971436
0.008788857609033585,0.9972499012947083,0.11078350991010666,0.9818335175514221
0.008198101073503494,0.9974384307861328,0.1146157756447792,0.9839678406715393
0.008516816422343254,0.9974310398101807,0.11233294755220413,0.9850101470947266
0.008077285252511501,0.9975751638412476,0.11494222283363342,0.9824291467666626
0.007871675305068493,0.9976269006729126,0.10709627717733383,0.984364926815033
0.007518718484789133,0.997808039188385,0.11280167102813721,0.9849109053611755
0.007449003402143717,0.9977636933326721,0.11392271518707275,0.9844145774841309
0.00687696086242795,0.997918963432312,0.1601451188325882,0.9702685475349426
0.006577068008482456,0.9980593919754028,0.12058909982442856,0.9837692975997925
0.007123621646314859,0.9978376030921936,0.1229337677359581,0.9841167330741882
0.006257326807826757,0.9980963468551636,0.11329852789640427,0.9862014055252075
0.006191054359078407,0.9981369972229004,0.12569300830364227,0.9829254746437073
0.006626281887292862,0.9979522228240967,0.11774803698062897,0.9860028624534607
0.005978616885840893,0.9981222152709961,0.12143989652395248,0.9857547283172607
0.005912001710385084,0.9982996582984924,0.12056165188550949,0.9862014055252075
0.0056658294051885605,0.9984179735183716,0.13196365535259247,0.9820817112922668
0.0053169322200119495,0.9983440041542053,0.12427832931280136,0.9850101470947266
0.005594663321971893,0.998325526714325,0.13116422295570374,0.985506534576416
0.005451231263577938,0.9983587861061096,0.12631163001060486,0.9863007068634033
0.006487659178674221,0.9981074333190918,0.12132848799228668,0.9851590991020203
0.004830119200050831,0.9985436201095581,0.13197292387485504,0.9848116636276245
0.005101578775793314,0.9985325336456299,0.1234254315495491,0.9859036207199097
0.004300917964428663,0.9986841082572937,0.13317523896694183,0.9859036207199097
0.004365743137896061,0.9986064434051514,0.13360387086868286,0.9841663837432861
0.004560935776680708,0.998647153377533,0.15933166444301605,0.9756787419319153
0.0046210819855332375,0.998698890209198,0.12742303311824799,0.9862014055252075
0.004801345057785511,0.9985620975494385,0.13127857446670532,0.9863007068634033
0.004530604928731918,0.9987173676490784,0.14107181131839752,0.983173668384552
0.003946805838495493,0.9988208413124084,0.13565963506698608,0.9848612546920776
0.004332754760980606,0.9987764954566956,0.13731993734836578,0.9853079915046692
0.0036223989445716143,0.9989798069000244,0.13125480711460114,0.986697793006897
0.004326827358454466,0.9987210631370544,0.13937734067440033,0.9850101470947266
0.003272118279710412,0.9990500211715698,0.14106932282447815,0.9840174913406372
0.0031202801037579775,0.999061107635498,0.1408572793006897,0.9857547283172607
0.0034662128891795874,0.9990130662918091,0.13772587478160858,0.9864992499351501
0.003943742252886295,0.9988873600959778,0.14528819918632507,0.9832729697227478
0.0037921268958598375,0.9987875819206238,0.15103983879089355,0.9835211038589478
0.00304011139087379,0.9990906715393066,0.1441556215286255,0.9843152761459351
0.0033152697142213583,0.9990167617797852,0.14205865561962128,0.9857050776481628
0.0035660583525896072,0.9990056753158569,0.15498533844947815,0.9816349744796753
0.0036044965963810682,0.9989022016525269,0.14114153385162354,0.9858043193817139
0.0035774947609752417,0.9989945888519287,0.1426769196987152,0.9855561852455139
0.0037129998672753572,0.9988873600959778,0.14432261884212494,0.9864992499351501
0.002940273843705654,0.9990389347076416,0.15215861797332764,0.9838685393333435
0.00505642918869853,0.998539924621582,0.14118553698062897,0.9865488409996033
0.003708071541041136,0.9988245368003845,0.13979816436767578,0.9855561852455139
0.002660888247191906,0.9992533326148987,0.14023667573928833,0.9865488409996033
0.0028097517788410187,0.9992385506629944,0.14436979591846466,0.9859532713890076
0.0029070149175822735,0.9991350769996643,0.14723239839076996,0.9864495992660522
0.0031474141869693995,0.999057412147522,0.1447283774614334,0.9863999485969543
0.0028812899254262447,0.999172031879425,0.14179915189743042,0.9858539700508118
0.0023821922950446606,0.9992976784706116,0.14573249220848083,0.9850101470947266
0.002584542613476515,0.999271810054779,0.14896780252456665,0.986797034740448
0.00377089437097311,0.998909592628479,0.14799991250038147,0.9861517548561096
0.001895542605780065,0.9995194673538208,0.1508617401123047,0.9864495992660522
0.0024004678707569838,0.9992570281028748,0.1494589000940323,0.9858539700508118
0.0030358752701431513,0.9991387724876404,0.15417593717575073,0.9860028624534607
0.0039005782455205917,0.9988430142402649,0.17619432508945465,0.9765722155570984
0.00320730684325099,0.9990204572677612,0.15023455023765564,0.9863502979278564
0.0024105145130306482,0.9992902874946594,0.1552191972732544,0.9872437715530396
0.002031090669333935,0.9993975162506104,0.15652364492416382,0.9867473840713501
0.002426201244816184,0.9993605017662048,0.15693606436252594,0.9864992499351501
0.002448291052132845,0.9992902874946594,0.15282393991947174,0.9854568839073181
0.0029684328474104404,0.9990795850753784,0.16155721247196198,0.984364926815033
0.0037403281312435865,0.9989945888519287,0.1543329358100891,0.9855561852455139
0.002860532607883215,0.9991461634635925,0.16109810769557953,0.9836204051971436
0.00244144513271749,0.9993161559104919,0.15211637318134308,0.9862510561943054
0.0018896962283179164,0.9995009899139404,0.15731196105480194,0.9869459271430969
0.0015160763869062066,0.9995859861373901,0.15410776436328888,0.9868466854095459
0.0023806060198694468,0.9992902874946594,0.15499313175678253,0.9871941208839417
0.002140505937859416,0.9993938207626343,0.16104663908481598,0.9858043193817139
0.001752824755385518,0.9994862079620361,0.1594468504190445,0.9871444702148438
0.0014476750511676073,0.9995822906494141,0.1620124727487564,0.9860525131225586
0.0017899386584758759,0.9994825124740601,0.16382266581058502,0.9873926639556885
0.0023436862975358963,0.9994492530822754,0.16194012761116028,0.9861517548561096
0.002597888931632042,0.9992792010307312,0.1718965321779251,0.9825283885002136
