loss,accuracy,val_loss,val_accuracy
0.3246833086013794,0.9188603162765503,0.23289166390895844,0.9438129663467407
0.19716978073120117,0.9498502612113953,0.19364215433597565,0.9488757848739624
0.17579402029514313,0.9529608488082886,0.1705513298511505,0.9539881944656372
0.15830223262310028,0.9565181136131287,0.14495758712291718,0.9630714058876038
0.1386207938194275,0.9639140367507935,0.13072116672992706,0.9683824181556702
0.12363184243440628,0.9684144258499146,0.12422037869691849,0.9685313105583191
0.11186251044273376,0.9708300828933716,0.11808952689170837,0.9695736169815063
0.10318684577941895,0.9728320837020874,0.12026062607765198,0.9713108539581299
0.09751435369253159,0.973791778087616,0.10791851580142975,0.9746860861778259
0.09191763401031494,0.9756779670715332,0.09742318093776703,0.9765225648880005
0.08723122626543045,0.977349042892456,0.09516651928424835,0.9787064790725708
0.08406304568052292,0.977828860282898,0.08735078573226929,0.9799473881721497
0.08062443137168884,0.9787554144859314,0.09619002044200897,0.9800466299057007
0.07786129415035248,0.9793014526367188,0.08573650568723679,0.979550302028656
0.07474515587091446,0.9799467325210571,0.08069073408842087,0.982032060623169
0.0728851780295372,0.9807243943214417,0.08460398018360138,0.9810889959335327
0.07034769654273987,0.981518566608429,0.08370453864336014,0.9799970388412476
0.06825178861618042,0.9816840291023254,0.08000325411558151,0.98188316822052
0.06680338084697723,0.9826270937919617,0.07857970893383026,0.9829751253128052
0.06468359380960464,0.9829414486885071,0.07635056972503662,0.9822306036949158
0.0636739581823349,0.9830573201179504,0.08561937510967255,0.9803444743156433
0.06167427450418472,0.9835205674171448,0.07329154014587402,0.9830247759819031
0.061581313610076904,0.9834709167480469,0.0765523687005043,0.9828262329101562
0.05950494483113289,0.9841161966323853,0.076625756919384,0.9832729697227478
0.05795631185173988,0.9846125841140747,0.07787065953016281,0.9821809530258179
0.056505363434553146,0.984695315361023,0.07149302959442139,0.984364926815033
0.05607196316123009,0.9851254820823669,0.07087231427431107,0.9838685393333435
0.05481478571891785,0.9854894876480103,0.07741155475378036,0.9825780391693115
0.05368917062878609,0.9853571653366089,0.06857006996870041,0.9846627116203308
0.05296308174729347,0.9858700633049011,0.07185342162847519,0.984216034412384
0.05144432559609413,0.98601895570755,0.07289284467697144,0.9846627116203308
0.05077804997563362,0.9864326119422913,0.08311085402965546,0.9783094525337219
0.04999152943491936,0.9866145849227905,0.06879466772079468,0.9850597977638245
0.04936753213405609,0.9869289994239807,0.0719146877527237,0.9830247759819031
0.048631418496370316,0.9869951605796814,0.06686193495988846,0.985605776309967
0.048144321888685226,0.9870116710662842,0.07202783226966858,0.9848612546920776
0.046662360429763794,0.9875742197036743,0.07197283953428268,0.9841167330741882
0.04633801430463791,0.9875742197036743,0.06618186831474304,0.9857050776481628
0.04572141170501709,0.9873095154762268,0.07085581868886948,0.9850597977638245
0.04426034912467003,0.987723171710968,0.06654641032218933,0.9859036207199097
0.04416489228606224,0.9878554940223694,0.06662934273481369,0.9854072332382202
0.04315955936908722,0.9884346127510071,0.07151972502470016,0.9848116636276245
0.04233385995030403,0.9884511828422546,0.06458889693021774,0.9859532713890076
0.04176715388894081,0.9887489676475525,0.0650067925453186,0.9858043193817139
0.041486985981464386,0.988815188407898,0.061678316444158554,0.9869955778121948
0.04105006903409958,0.9886000752449036,0.06430375576019287,0.9860028624534607
0.040266018360853195,0.9889310002326965,0.06375239789485931,0.9860028624534607
0.039474014192819595,0.9894438982009888,0.06133049353957176,0.9863007068634033
0.03897126019001007,0.9891460537910461,0.06366190314292908,0.9867473840713501
0.038157932460308075,0.9889971613883972,0.06669929623603821,0.9854072332382202
0.03753819316625595,0.9895927906036377,0.06378304213285446,0.9861021637916565
0.03705486282706261,0.9894935488700867,0.06452888995409012,0.9868466854095459
0.03699861466884613,0.9897251725196838,0.06228125840425491,0.9858539700508118
0.03637794405221939,0.9894769787788391,0.06214098632335663,0.9863007068634033
